Handle,Title,Body (HTML),Vendor,Product Category,Type,Tag,Published,Option1 Name,Option1 Value,Option 2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Include / Japan,Include / International,Price / International,Compare At Price / International,Status
boxer-calvin-klein-underwear-3-pack-trunks-nero | U2664G,Boxer Calvin Klein Underwear 3 PACK TRUNKS Nero,"<p><strong>Modello: </strong>3 PACK TRUNKS</p><p><strong>Codice Articolo Calvin Klein Underwear: </strong>U2664G</p><p><strong>Composizione:</strong> 95% cotone, 5% elastan</p>",Calvin Klein,,Boxer Uomo,male,False,Size,52,Color,Nero,U2664G-Nero,0,shopify,1,deny,manual,"€44,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/boxer-calvin-klein-underwear-nero-3-boxer-trunks-classic-u2664g-1.jpeg,1,boxer-calvin-klein-underwear-3-pack-trunks-nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco | DM0DM04405,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-bianco-original-stretch-shirt-dm0dm04405-1636464076-2-150x150.jpeg,6,camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco | DM0DM04405,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-bianco-original-stretch-shirt-dm0dm04405-1636464076-3-150x150.jpeg,7,camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco | DM0DM04405,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-bianco-original-stretch-shirt-dm0dm04405-1636464076-4-150x150.jpeg,8,camicia-manica-lunga-tommy-hilfiger-original-stretch-bianco,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF91 ZJ81Z,Polo manica corta Armani Exchange  Nero,"<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZF91 ZJ81Z</p><p><strong>Composizione:</strong> 96% Cotone, 4% elastane</p>",Armani Exchange,,Polo maniche corte Uomo,male,False,Size,46,Color,Nero,8NZF91 ZJ81Z-Nero,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-logo-piccolo-8nzf91-zj81z-1614413328-1-1000x1250.jpeg,1,polo-manica-corta-armani-exchange--nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
polo-manica-corta-armani-exchange--nero | 8NZF91 ZJ81Z,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-logo-piccolo-8nzf91-zj81z-1614413328-2-1000x1250.jpeg,2,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF91 ZJ81Z,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-logo-piccolo-8nzf91-zj81z-1614413328-3-1000x1250.jpeg,3,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF91 ZJ81Z,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-logo-piccolo-8nzf91-zj81z-1614413328-4-1000x1250.jpeg,4,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF91 ZJ81Z,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-logo-piccolo-8nzf91-zj81z-1614413328-1-150x150.jpeg,5,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF91 ZJ81Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-logo-piccolo-8nzf91-zj81z-1614413328-2-150x150.jpeg,6,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF91 ZJ81Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-logo-piccolo-8nzf91-zj81z-1614413328-3-150x150.jpeg,7,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF91 ZJ81Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-logo-piccolo-8nzf91-zj81z-1614413328-4-150x150.jpeg,8,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero | 22002973,T-shirt Only & Sons MATT LONGY SS TEE NOOS Nero,<p><strong>Modello: </strong>MATT LONGY SS TEE NOOS</p><p><strong>Codice Articolo Only &amp; Sons: </strong>22002973</p><p><strong>Composizione:</strong> 100% Cotone</p>,Only & Sons,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Nero,22002973-Nero,0,shopify,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-nero-matt-longy-ss-tee-noos-22002973-1640862372-1-1000x1250.jpeg,1,t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero | 22002973,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-nero-matt-longy-ss-tee-noos-22002973-1640862372-2-1000x1250.jpeg,2,t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero | 22002973,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-nero-matt-longy-ss-tee-noos-22002973-1640862387-3-1000x1250.jpeg,3,t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero | 22002973,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-nero-matt-longy-ss-tee-noos-22002973-1640862387-4-1000x1250.jpeg,4,t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero | 22002973,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-nero-matt-longy-ss-tee-noos-22002973-1640862372-1-150x150.jpeg,5,t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero | 22002973,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-nero-matt-longy-ss-tee-noos-22002973-1640862372-2-150x150.jpeg,6,t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero | 22002973,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-nero-matt-longy-ss-tee-noos-22002973-1640862387-3-150x150.jpeg,7,t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero | 22002973,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-nero-matt-longy-ss-tee-noos-22002973-1640862387-4-150x150.jpeg,8,t-shirt-only-&-sons-matt-longy-ss-tee-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,T-shirt Only & Sons MATT LONGY SS TEE NOOS Bianco,<p><strong>Modello: </strong>MATT LONGY SS TEE NOOS</p><p><strong>Codice Articolo Only &amp; Sons: </strong>22002973</p><p><strong>Composizione:</strong> 100% Cotone</p>,Only & Sons,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Bianco,22002973-Bianco,0,shopify,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862367-1-1000x1250.jpeg,1,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,54,,Bianco,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862367-2-1000x1250.jpeg,2,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,52,,Bianco,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862381-3-1000x1250.jpeg,3,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,44,,Bianco,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862381-4-1000x1250.jpeg,4,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,48,,Bianco,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862393-5-1000x1250.jpeg,5,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862367-1-150x150.jpeg,6,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862367-2-150x150.jpeg,7,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862381-3-150x150.jpeg,8,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862381-4-150x150.jpeg,9,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco | 22002973,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-only-sons-bianco-matt-longy-ss-tee-noos-22002973-1640862393-5-150x150.jpeg,10,t-shirt-only-&-sons-matt-longy-ss-tee-noos-bianco,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-blu | DM0DM04405,Camicia manica lunga Tommy Hilfiger ORIGINAL STRETCH Blu,"<p><strong>Modello: </strong>ORIGINAL STRETCH</p><p><strong>Codice Articolo Tommy Hilfiger Jeans: </strong>DM0DM04405</p><p><strong>Composizione:</strong> 97% Cotone, 3% elastane</p>",Tommy Hilfiger,,Camicia maniche lunghe Uomo,male,False,Size,46,Color,Blu,DM0DM04405-Blu,0,shopify,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-blu-original-stretch-shirt-dm0dm04405-1636464082-1-1000x1250.jpeg,1,camicia-manica-lunga-tommy-hilfiger-original-stretch-blu,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
camicia-manica-lunga-tommy-hilfiger-original-stretch-blu | DM0DM04405,,,,,,,,,54,,Blu,,0,,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-blu-original-stretch-shirt-dm0dm04405-1636464082-2-1000x1250.jpeg,2,camicia-manica-lunga-tommy-hilfiger-original-stretch-blu,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-blu | DM0DM04405,,,,,,,,,56,,Blu,,0,,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-blu-original-stretch-shirt-dm0dm04405-1636464082-3.jpeg,3,camicia-manica-lunga-tommy-hilfiger-original-stretch-blu,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-blu | DM0DM04405,,,,,,,,,52,,Blu,,0,,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-blu-original-stretch-shirt-dm0dm04405-1636464082-4-1000x1250.jpeg,4,camicia-manica-lunga-tommy-hilfiger-original-stretch-blu,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-blu | DM0DM04405,,,,,,,,,44,,Blu,,0,,1,deny,manual,"€79,90",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-blu-original-stretch-shirt-dm0dm04405-1636464082-1-150x150.jpeg,5,camicia-manica-lunga-tommy-hilfiger-original-stretch-blu,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-blu | DM0DM04405,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-blu-original-stretch-shirt-dm0dm04405-1636464082-2-150x150.jpeg,6,camicia-manica-lunga-tommy-hilfiger-original-stretch-blu,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-blu | DM0DM04405,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-blu-original-stretch-shirt-dm0dm04405-1636464082-3-150x150.jpeg,7,camicia-manica-lunga-tommy-hilfiger-original-stretch-blu,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-tommy-hilfiger-original-stretch-blu | DM0DM04405,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-tommy-hilfiger-jeans-blu-original-stretch-shirt-dm0dm04405-1636464082-4-150x150.jpeg,8,camicia-manica-lunga-tommy-hilfiger-original-stretch-blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTPA ZJH4Z,T-shirt Armani Exchange  Nero,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZTPA ZJH4Z</p><p><strong>Composizione:</strong> 100% Cotone</p>,Armani Exchange,,Completo corto tuta Uomo,male,False,Size,46,Color,Nero,8NZTPA ZJH4Z-Nero,0,shopify,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-logo-ax-8nztpa-zjh4z-1640862750-1-1000x1249.jpeg,1,t-shirt-armani-exchange--nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--nero | 8NZTPA ZJH4Z,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-logo-ax-8nztpa-zjh4z-1640862750-2-1000x1251.jpeg,2,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTPA ZJH4Z,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-logo-ax-8nztpa-zjh4z-1640862764-3-1000x1250.jpeg,3,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTPA ZJH4Z,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-logo-ax-8nztpa-zjh4z-1640862770-4.jpeg,4,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTPA ZJH4Z,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-logo-ax-8nztpa-zjh4z-1640862750-1-150x150.jpeg,5,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTPA ZJH4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-logo-ax-8nztpa-zjh4z-1640862750-2-150x150.jpeg,6,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTPA ZJH4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-logo-ax-8nztpa-zjh4z-1640862764-3-150x150.jpeg,7,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTPA ZJH4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-logo-ax-8nztpa-zjh4z-1640862770-4-150x150.jpeg,8,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--blu | 8NZF91 ZJ81Z,Polo manica corta Armani Exchange  Blu,"<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZF91 ZJ81Z</p><p><strong>Composizione:</strong> 96% Cotone, 4% elastane</p>",Armani Exchange,,Polo maniche corte Uomo,male,False,Size,46,Color,Blu,8NZF91 ZJ81Z-Blu,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-blu-logo-piccolo-8nzf91-zj81z-1640863559-1-1000x1251.jpeg,1,polo-manica-corta-armani-exchange--blu,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
polo-manica-corta-armani-exchange--blu | 8NZF91 ZJ81Z,,,,,,,,,54,,Blu,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-blu-logo-piccolo-8nzf91-zj81z-1640863559-2-1000x1251.jpeg,2,polo-manica-corta-armani-exchange--blu,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--blu | 8NZF91 ZJ81Z,,,,,,,,,52,,Blu,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-blu-logo-piccolo-8nzf91-zj81z-1640863566-3-1000x1250.jpeg,3,polo-manica-corta-armani-exchange--blu,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--blu | 8NZF91 ZJ81Z,,,,,,,,,44,,Blu,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-blu-logo-piccolo-8nzf91-zj81z-1640863566-4-1000x1251.jpeg,4,polo-manica-corta-armani-exchange--blu,,,,,,,,,,,,,,,,,,,,,,,
