Handle,Title,Body (HTML),Vendor,Product Category,Type,Tag,Published,Option1 Name,Option1 Value,Option 2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Include / Japan,Include / International,Price / International,Compare At Price / International,Status
t-shirt-armani-exchange--bianco | 8NZT76 Z8H4Z,T-shirt Armani Exchange  Bianco,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZT76 Z8H4Z</p><p><strong>Composizione:</strong> 100% Cotone</p>,Armani Exchange,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Bianco,8NZT76 Z8H4Z-Bianco,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-bianco-t-shirt-jersey-8nzt76-z8h4z-1.jpeg,1,t-shirt-armani-exchange--bianco,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--bianco | 8NZT76 Z8H4Z,,,,,,,,,54,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-bianco-t-shirt-jersey-8nzt76-z8h4z-2.jpeg,2,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZT76 Z8H4Z,,,,,,,,,52,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-bianco-t-shirt-jersey-8nzt76-z8h4z-3.jpeg,3,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZT76 Z8H4Z,,,,,,,,,44,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-bianco-t-shirt-jersey-8nzt76-z8h4z-1-150x150.jpeg,4,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZT76 Z8H4Z,,,,,,,,,48,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-bianco-t-shirt-jersey-8nzt76-z8h4z-2-150x150.jpeg,5,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZT76 Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-bianco-t-shirt-jersey-8nzt76-z8h4z-3-150x150.jpeg,6,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF70 Z8M9Z,Polo manica corta Armani Exchange  Nero,"<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZF70 Z8M9Z</p><p><strong>Composizione:</strong> 95% Cotone, 5% elastane</p>",Armani Exchange,,Polo maniche corte Uomo,male,False,Size,46,Color,Nero,8NZF70 Z8M9Z-Nero,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-t-shirt-polo-8nzf70-z8m9z-1640860703-1-1000x1250.jpeg,1,polo-manica-corta-armani-exchange--nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
polo-manica-corta-armani-exchange--nero | 8NZF70 Z8M9Z,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-t-shirt-polo-8nzf70-z8m9z-1640860703-2-1000x1250.jpeg,2,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF70 Z8M9Z,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-t-shirt-polo-8nzf70-z8m9z-1640860742-3.jpeg,3,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF70 Z8M9Z,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-t-shirt-polo-8nzf70-z8m9z-1640860703-1-150x150.jpeg,4,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF70 Z8M9Z,,,,,,,,,50,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-t-shirt-polo-8nzf70-z8m9z-1640860703-2-150x150.jpeg,5,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-corta-armani-exchange--nero | 8NZF70 Z8M9Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-corte-armani-exchange-nero-t-shirt-polo-8nzf70-z8m9z-1640860742-3-150x150.jpeg,6,polo-manica-corta-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,Camicia manica lunga Jack Jones JJESHERIDAN L/S NOOS Denim,<p><strong>Modello: </strong>JJESHERIDAN L/S NOOS</p><p><strong>Codice Articolo Jack Jones: </strong>12138115</p><p><strong>Composizione:</strong> 98%Cotone – 2%Elasticizzato</p>,Jack Jones,,Camicia maniche lunghe Uomo,male,False,Size,46,Color,Denim,12138115-Denim,0,shopify,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389764-1-1000x1248.jpeg,1,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,54,,Denim,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389764-2.jpeg,2,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,52,,Denim,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389772-3.jpeg,3,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,44,,Denim,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389772-4.jpeg,4,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,48,,Denim,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389772-5.jpeg,5,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389764-1-150x150.jpeg,6,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389764-2-150x150.jpeg,7,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389772-3-150x150.jpeg,8,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389772-4-150x150.jpeg,9,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-denim-sheridan-shirt-l-s-noos-12138115-1641389772-5-150x150.jpeg,10,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-denim,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCK Z8H4Z,T-shirt Armani Exchange  Nero,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZTCK Z8H4Z</p><p><strong>Composizione:</strong> 100% Cotone</p>,Armani Exchange,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Nero,8NZTCK Z8H4Z-Nero,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztck-z8h4z-1640866038-1-1000x1251.jpeg,1,t-shirt-armani-exchange--nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--nero | 8NZTCK Z8H4Z,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztck-z8h4z-1640866066-4-1000x1249.jpeg,2,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCK Z8H4Z,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztck-z8h4z-1640866038-2-1000x1250.jpeg,3,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCK Z8H4Z,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztck-z8h4z-1640866045-3-1000x1250.jpeg,4,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCK Z8H4Z,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztck-z8h4z-1640866038-1-150x150.jpeg,5,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCK Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztck-z8h4z-1640866066-4-150x150.jpeg,6,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCK Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztck-z8h4z-1640866038-2-150x150.jpeg,7,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCK Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-nero-t-shirt-8nztck-z8h4z-1640866045-3-150x150.jpeg,8,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,Camicia manica lunga Jack Jones JJESHERIDAN L/S NOOS Nero,<p><strong>Modello: </strong>JJESHERIDAN L/S NOOS</p><p><strong>Codice Articolo Jack Jones: </strong>12138115</p><p><strong>Composizione:</strong> 98%Cotone – 2%Elasticizzato</p>,Jack Jones,,Camicia maniche lunghe Uomo,male,False,Size,46,Color,Nero,12138115-Nero,0,shopify,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389754-1-1000x1250.jpeg,1,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389754-2.jpeg,2,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389799-3.jpeg,3,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389799-4.jpeg,4,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€34,99",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389806-5-1000x1250.jpeg,5,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389754-1-150x150.jpeg,6,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389754-2-150x150.jpeg,7,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389799-3-150x150.jpeg,8,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389799-4-150x150.jpeg,9,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero | 12138115,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/camicia-maniche-lunghe-jack-jones-nero-sheridan-shirt-l-s-noos-12138115-1641389806-5-150x150.jpeg,10,camicia-manica-lunga-jack-jones-jjesheridan-l/s-noos-nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCK Z8H4Z,T-shirt Armani Exchange  Bianco,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZTCK Z8H4Z</p><p><strong>Composizione:</strong> 100% Cotone</p>,Armani Exchange,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Bianco,8NZTCK Z8H4Z-Bianco,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztck-z8h4z-1640866033-1-1000x1250.jpeg,1,t-shirt-armani-exchange--bianco,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--bianco | 8NZTCK Z8H4Z,,,,,,,,,54,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztck-z8h4z-1640866055-2-1000x1250.jpeg,2,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCK Z8H4Z,,,,,,,,,52,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztck-z8h4z-1640866080-3-1000x1251.jpeg,3,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCK Z8H4Z,,,,,,,,,44,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztck-z8h4z-1640866080-4-1000x1250.jpeg,4,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCK Z8H4Z,,,,,,,,,48,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztck-z8h4z-1640866033-1-150x150.jpeg,5,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCK Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztck-z8h4z-1640866055-2-150x150.jpeg,6,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCK Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztck-z8h4z-1640866080-3-150x150.jpeg,7,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--bianco | 8NZTCK Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-bianco-t-shirt-8nztck-z8h4z-1640866080-4-150x150.jpeg,8,t-shirt-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--blu | 8NZT76 Z8H4Z,T-shirt Armani Exchange  Blu,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZT76 Z8H4Z</p><p><strong>Composizione:</strong> 100% Cotone</p>,Armani Exchange,,T-shirt maniche corte Uomo,male,False,Size,46,Color,Blu,8NZT76 Z8H4Z-Blu,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-blu-jersey-8nzt76-z8h4z-1671196707-1.jpeg,1,t-shirt-armani-exchange--blu,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--blu | 8NZT76 Z8H4Z,,,,,,,,,54,,Blu,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-blu-jersey-8nzt76-z8h4z-1671196711-2.jpeg,2,t-shirt-armani-exchange--blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--blu | 8NZT76 Z8H4Z,,,,,,,,,52,,Blu,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-blu-jersey-8nzt76-z8h4z-1671196721-3.jpeg,3,t-shirt-armani-exchange--blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--blu | 8NZT76 Z8H4Z,,,,,,,,,44,,Blu,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-blu-jersey-8nzt76-z8h4z-1671196707-1-150x150.jpeg,4,t-shirt-armani-exchange--blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--blu | 8NZT76 Z8H4Z,,,,,,,,,48,,Blu,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-blu-jersey-8nzt76-z8h4z-1671196711-2-150x150.jpeg,5,t-shirt-armani-exchange--blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--blu | 8NZT76 Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-maniche-corte-armani-exchange-blu-jersey-8nzt76-z8h4z-1671196721-3-150x150.jpeg,6,t-shirt-armani-exchange--blu,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCJ Z8H4Z,T-shirt Armani Exchange  Nero,<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZTCJ Z8H4Z</p><p><strong>Composizione:</strong> 100% Cotone</p>,Armani Exchange,,Completo corto tuta Uomo,male,False,Size,46,Color,Nero,8NZTCJ Z8H4Z-Nero,0,shopify,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-nero-jersey-8nztcj-z8h4z-1.jpeg,1,t-shirt-armani-exchange--nero,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
t-shirt-armani-exchange--nero | 8NZTCJ Z8H4Z,,,,,,,,,54,,Nero,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-nero-jersey-8nztcj-z8h4z-2.jpeg,2,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCJ Z8H4Z,,,,,,,,,52,,Nero,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-nero-jersey-8nztcj-z8h4z-3.jpeg,3,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCJ Z8H4Z,,,,,,,,,44,,Nero,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-nero-jersey-8nztcj-z8h4z-1-150x150.jpeg,4,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCJ Z8H4Z,,,,,,,,,48,,Nero,,0,,1,deny,manual,"€95,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-nero-jersey-8nztcj-z8h4z-2-150x150.jpeg,5,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
t-shirt-armani-exchange--nero | 8NZTCJ Z8H4Z,,,,,,,,,,,,,,,,,,,,,,,https://goccia.shop/wp-content/uploads/2024/02/t-shirt-armani-exchange-nero-jersey-8nztcj-z8h4z-3-150x150.jpeg,6,t-shirt-armani-exchange--nero,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-lunga-armani-exchange--bianco | 8NZF79 ZJ81Z,Polo manica lunga Armani Exchange  Bianco,"<p><strong>Modello: </strong></p><p><strong>Codice Articolo Armani Exchange: </strong>8NZF79 ZJ81Z</p><p><strong>Composizione:</strong> 96% Cotone, 4% elastane</p>",Armani Exchange,,Polo maniche lunghe Uomo,male,False,Size,46,Color,Bianco,8NZF79 ZJ81Z-Bianco,0,shopify,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-lunghe-armani-exchange-bianco-t-shirt-jersey-8nzf79-zj81z-1640864683-1-1000x1251.jpeg,1,polo-manica-lunga-armani-exchange--bianco,False,,,,,,,,,,,,,,,kg,,,True,True,,,active
polo-manica-lunga-armani-exchange--bianco | 8NZF79 ZJ81Z,,,,,,,,,54,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-lunghe-armani-exchange-bianco-t-shirt-jersey-8nzf79-zj81z-1640864683-2-1000x1250.jpeg,2,polo-manica-lunga-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
polo-manica-lunga-armani-exchange--bianco | 8NZF79 ZJ81Z,,,,,,,,,52,,Bianco,,0,,1,deny,manual,"€45,00",,True,False,,https://goccia.shop/wp-content/uploads/2024/02/polo-maniche-lunghe-armani-exchange-bianco-t-shirt-jersey-8nzf79-zj81z-1640864690-3-1000x1250.jpeg,3,polo-manica-lunga-armani-exchange--bianco,,,,,,,,,,,,,,,,,,,,,,,
